"Age","Workclass","Education","Occupation","Relationship","Race","Capital-gain","Capital-loss","Hours-per-week","Country","Outcome","Predicted outcome"
34,"Private","No-school","Exec-managerial","Unmarried","White",0,0,42,"United-States","<=50K","<=50K"
35,"Gov","Bachelors","Craft-repair","Husband","White",0,0,42,"United-States",">50K","<=50K"
38,"Self-emp","HS-grad","Exec-managerial","Husband","White",0,0,32,"United-States","<=50K","<=50K"
30,"Private","HS-grad","Exec-managerial","Husband","White",0,0,29,"United-States","<=50K","<=50K"
42,"Private","HS-grad","Transport-moving","Unmarried","White",0,2415,50,"United-States","<=50K","<=50K"
23,"Private","Bachelors","Other-service","Own-child","White",0,0,42,"United-States","<=50K","<=50K"
26,"Private","College","Other-service","Husband","White",0,0,41,"United-States","<=50K","<=50K"
44,"Gov","No-school","Other-service","Not-in-family","White",0,0,46,"Vietnam","<=50K","<=50K"
30,"Gov","Bachelors","Handlers-cleaners","Husband","White",0,1902,47,"United-States","<=50K","<=50K"
40,"Self-emp","College","Prof-specialty","Not-in-family","Black",0,0,50,"United-States","<=50K","<=50K"
19,"Gov","Bachelors","Craft-repair","Husband","White",0,0,39,"United-States","<=50K","<=50K"
34,"Private","College","Tech-support","Own-child","White",0,0,44,"United-States","<=50K","<=50K"
31,"Private","HS-grad","Prof-specialty","Husband","White",0,0,36,"United-States",">50K","<=50K"
47,"Self-emp","HS-grad","Craft-repair","Own-child","Asian-Pac-Islander",0,1848,58,"Poland","<=50K","<=50K"
52,"Private","Bachelors","Prof-specialty","Husband","White",0,0,45,"United-States",">50K",">50K"
23,"Private","Bachelors","Exec-managerial","Own-child","White",0,0,44,"United-States",">50K",">50K"
33,"Private","Bachelors","Craft-repair","Wife","Black",0,0,35,"United-States",">50K","<=50K"
48,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,45,"United-States",">50K",">50K"
36,"Gov","HS-grad","Craft-repair","Other-relative","White",0,0,46,"United-States","<=50K","<=50K"
45,"Private","College","Transport-moving","Not-in-family","White",0,0,32,"United-States","<=50K","<=50K"
34,"Private","No-school","Craft-repair","Husband","White",0,0,33,"United-States","<=50K","<=50K"
44,"Private","College","Priv-house-serv","Husband","White",0,0,25,"United-States","<=50K","<=50K"
37,"Self-emp","Masters","Adm-clerical","Not-in-family","White",4386,0,28,"United-States","<=50K",">50K"
44,"Self-emp","College","Sales","Own-child","White",0,0,34,"United-States",">50K","<=50K"
27,"Private","No-school","Sales","Not-in-family","White",5178,0,45,"United-States",">50K","<=50K"
21,"Private","HS-grad","Prof-specialty","Unmarried","Black",0,0,47,"United-States","<=50K","<=50K"
44,"Gov","HS-grad","Adm-clerical","Wife","White",0,0,46,"United-States","<=50K","<=50K"
47,"Gov","HS-grad","Tech-support","Husband","White",0,0,37,"United-States","<=50K","<=50K"
39,"Gov","HS-grad","Protective-serv","Unmarried","White",7298,0,40,"United-States",">50K","<=50K"
44,"Private","No-school","Sales","Other-relative","White",0,0,36,"United-States","<=50K","<=50K"
54,"Private","No-school","Exec-managerial","Not-in-family","White",0,0,28,"United-States","<=50K","<=50K"
45,"Private","HS-grad","Armed-Forces","Husband","White",0,0,41,"United-States",">50K","<=50K"
32,"Private","Bachelors","Tech-support","Not-in-family","White",0,0,37,"France",">50K","<=50K"
36,"Private","Bachelors","Priv-house-serv","Own-child","White",0,0,52,"United-States",">50K","<=50K"
17,"Private","College","Adm-clerical","Husband","White",0,0,47,"United-States","<=50K","<=50K"
25,"Gov","No-school","Craft-repair","Husband","White",0,0,50,"United-States","<=50K","<=50K"
55,"Private","College","Sales","Husband","White",0,0,23,"United-States","<=50K","<=50K"
41,"Private","College","Prof-specialty","Husband","White",0,0,43,"United-States","<=50K","<=50K"
46,"Private","Bachelors","Prof-specialty","Not-in-family","White",0,0,39,"United-States","<=50K",">50K"
37,"Private","HS-grad","Other-service","Husband","White",0,0,39,"United-States","<=50K","<=50K"
17,"Self-emp","Bachelors","Craft-repair","Not-in-family","White",0,0,19,"India","<=50K","<=50K"
39,"Private","College","Adm-clerical","Husband","White",0,0,33,"United-States","<=50K","<=50K"
19,"Private","College","Prof-specialty","Not-in-family","White",0,0,43,"United-States",">50K","<=50K"
24,"Private","College","Protective-serv","Not-in-family","White",0,0,39,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Sales","Unmarried","White",0,1902,42,"United-States","<=50K","<=50K"
36,"Private","Masters","Machine-op-inspct","Not-in-family","White",0,0,20,"United-States","<=50K",">50K"
34,"Private","No-school","Craft-repair","Not-in-family","White",0,0,52,"Cuba","<=50K","<=50K"
55,"Without-pay","Bachelors","Adm-clerical","Husband","White",99999,0,33,"United-States",">50K","<=50K"
41,"Private","Masters","Craft-repair","Own-child","White",0,0,49,"United-States",">50K",">50K"
17,"Self-emp","College","Sales","Not-in-family","White",0,0,46,"United-States","<=50K","<=50K"
43,"Private","No-school","Tech-support","Not-in-family","White",0,0,27,"United-States","<=50K","<=50K"
40,"Private","College","Adm-clerical","Own-child","White",0,0,48,"United-States","<=50K","<=50K"
40,"Private","Bachelors","Prof-specialty","Husband","White",0,0,22,"United-States","<=50K","<=50K"
33,"Private","College","Exec-managerial","Unmarried","White",0,0,26,"Canada","<=50K","<=50K"
58,"Private","HS-grad","Exec-managerial","Husband","Black",0,0,24,"United-States","<=50K","<=50K"
36,"Private","No-school","Machine-op-inspct","Husband","White",4386,0,56,"United-States","<=50K","<=50K"
26,"Private","No-school","Machine-op-inspct","Husband","White",0,0,39,"United-States",">50K","<=50K"
37,"Gov","HS-grad","Prof-specialty","Own-child","White",0,0,39,"United-States","<=50K","<=50K"
41,"Private","HS-grad","Transport-moving","Husband","White",0,0,35,"China","<=50K","<=50K"
34,"Private","Bachelors","Transport-moving","Wife","White",99999,0,28,"United-States",">50K","<=50K"
34,"Private","Bachelors","Transport-moving","Husband","Asian-Pac-Islander",0,0,47,"United-States","<=50K","<=50K"
28,"Private","College","Tech-support","Husband","White",0,0,53,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Protective-serv","Not-in-family","White",0,0,45,"United-States","<=50K","<=50K"
22,"Gov","Doctorate","Exec-managerial","Not-in-family","White",0,0,39,"United-States","<=50K",">50K"
21,"Private","College","Prof-specialty","Not-in-family","White",0,0,13,"United-States","<=50K","<=50K"
24,"Private","No-school","Craft-repair","Own-child","White",7298,0,43,"United-States","<=50K","<=50K"
46,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
45,"Private","No-school","Prof-specialty","Own-child","White",0,0,43,"Germany",">50K","<=50K"
25,"Private","No-school","Craft-repair","Husband","White",0,0,43,"United-States","<=50K","<=50K"
17,"Private","College","Handlers-cleaners","Not-in-family","White",0,0,65,"United-States","<=50K","<=50K"
42,"Private","No-school","Machine-op-inspct","Not-in-family","White",0,0,24,"United-States","<=50K","<=50K"
36,"Private","No-school","Prof-specialty","Not-in-family","Black",0,1848,33,"United-States","<=50K","<=50K"
47,"Private","Bachelors","Adm-clerical","Husband","White",0,0,32,"United-States",">50K","<=50K"
53,"Private","College","Tech-support","Husband","White",0,0,51,"Puerto-Rico",">50K","<=50K"
46,"Self-emp","Bachelors","Exec-managerial","Husband","White",0,0,24,"United-States","<=50K",">50K"
33,"Private","Bachelors","Exec-managerial","Own-child","White",0,0,52,"United-States",">50K",">50K"
43,"Private","No-school","Other-service","Other-relative","White",0,0,21,"United-States","<=50K","<=50K"
49,"Self-emp","College","Other-service","Wife","White",0,0,46,"United-States","<=50K","<=50K"
27,"Self-emp","HS-grad","Adm-clerical","Husband","White",0,0,54,"United-States","<=50K","<=50K"
42,"Gov","Bachelors","Craft-repair","Husband","Black",5178,0,52,"United-States","<=50K","<=50K"
20,"Gov","Bachelors","Adm-clerical","Other-relative","White",0,0,30,"United-States",">50K","<=50K"
18,"Private","HS-grad","Craft-repair","Husband","White",0,0,53,"United-States","<=50K","<=50K"
45,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,43,"United-States","<=50K","<=50K"
29,"Self-emp","College","Craft-repair","Unmarried","Other",4386,0,47,"United-States",">50K","<=50K"
53,"Private","Bachelors","Transport-moving","Husband","White",0,0,37,"United-States","<=50K","<=50K"
49,"Private","College","Other-service","Wife","White",0,0,53,"United-States","<=50K","<=50K"
40,"Private","College","Other-service","Other-relative","Black",0,0,38,"United-States","<=50K","<=50K"
49,"Private","College","Sales","Husband","White",0,0,51,"United-States","<=50K","<=50K"
32,"Gov","HS-grad","Exec-managerial","Husband","White",0,0,40,"United-States","<=50K","<=50K"
38,"Private","College","Machine-op-inspct","Husband","Black",0,0,29,"United-States","<=50K","<=50K"
17,"Private","College","Sales","Husband","White",0,1573,45,"United-States","<=50K","<=50K"
34,"Private","No-school","Prof-specialty","Unmarried","White",0,0,59,"Mexico","<=50K","<=50K"
28,"Private","College","Exec-managerial","Husband","White",0,0,33,"United-States","<=50K","<=50K"
40,"Self-emp","No-school","Adm-clerical","Own-child","White",0,0,54,"United-States",">50K","<=50K"
40,"Private","College","Prof-specialty","Not-in-family","White",0,0,42,"United-States","<=50K","<=50K"
29,"Private","No-school","Craft-repair","Unmarried","White",0,0,43,"Poland","<=50K","<=50K"
43,"Private","No-school","Craft-repair","Unmarried","Black",0,0,58,"United-States","<=50K","<=50K"
61,"Private","Bachelors","Craft-repair","Husband","Black",0,0,50,"Poland",">50K","<=50K"
36,"Private","College","Other-service","Unmarried","Black",0,0,37,"France","<=50K","<=50K"
32,"Private","HS-grad","Transport-moving","Not-in-family","White",0,1740,42,"United-States","<=50K","<=50K"
28,"Private","HS-grad","Craft-repair","Husband","Black",0,0,41,"United-States","<=50K","<=50K"
29,"Private","HS-grad","Prof-specialty","Not-in-family","White",0,0,41,"United-States","<=50K","<=50K"
35,"Gov","No-school","Machine-op-inspct","Own-child","Black",0,0,59,"Italy","<=50K","<=50K"
46,"Gov","Bachelors","Exec-managerial","Own-child","White",0,0,43,"United-States","<=50K",">50K"
37,"Without-pay","College","Handlers-cleaners","Own-child","White",0,0,49,"United-States","<=50K","<=50K"
27,"Private","Bachelors","Craft-repair","Not-in-family","White",0,0,32,"United-States","<=50K","<=50K"
42,"Private","College","Craft-repair","Own-child","White",0,0,31,"United-States","<=50K","<=50K"
28,"Private","College","Machine-op-inspct","Husband","Black",0,0,42,"United-States","<=50K","<=50K"
42,"Private","College","Craft-repair","Not-in-family","White",0,0,33,"United-States","<=50K","<=50K"
35,"Gov","HS-grad","Transport-moving","Husband","White",0,0,29,"United-States","<=50K","<=50K"
58,"Private","Prof-school","Sales","Not-in-family","White",0,0,39,"Philippines",">50K",">50K"
33,"Private","HS-grad","Sales","Husband","White",0,0,64,"France",">50K","<=50K"
48,"Private","HS-grad","Other-service","Wife","White",0,0,40,"United-States","<=50K","<=50K"
37,"Without-pay","Bachelors","Exec-managerial","Own-child","White",0,0,27,"United-States",">50K",">50K"
21,"Self-emp","College","Sales","Not-in-family","Black",0,0,54,"United-States","<=50K","<=50K"
21,"Without-pay","Prof-school","Machine-op-inspct","Not-in-family","White",0,0,42,"United-States","<=50K",">50K"
27,"Private","No-school","Transport-moving","Own-child","White",0,0,48,"United-States","<=50K","<=50K"
51,"Private","HS-grad","Machine-op-inspct","Husband","White",0,0,29,"United-States",">50K","<=50K"
33,"Private","Doctorate","Sales","Own-child","White",0,0,11,"United-States",">50K","<=50K"
24,"Private","No-school","Adm-clerical","Own-child","White",0,1573,42,"United-States","<=50K","<=50K"
25,"Private","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,41,"United-States","<=50K","<=50K"
39,"Gov","Masters","Other-service","Husband","Black",0,0,19,"Germany","<=50K",">50K"
53,"Gov","College","Exec-managerial","Husband","White",3103,0,37,"United-States",">50K","<=50K"
27,"Self-emp","Bachelors","Adm-clerical","Husband","White",0,0,55,"United-States",">50K","<=50K"
55,"Gov","Bachelors","Craft-repair","Own-child","White",0,0,26,"United-States","<=50K","<=50K"
33,"Gov","College","Farming-fishing","Own-child","White",0,0,39,"England","<=50K","<=50K"
65,"Private","HS-grad","Other-service","Other-relative","White",0,0,51,"United-States",">50K","<=50K"
58,"Gov","College","Priv-house-serv","Husband","Black",0,0,42,"United-States","<=50K","<=50K"
53,"Private","Masters","Sales","Not-in-family","White",0,0,32,"United-States","<=50K","<=50K"
45,"Gov","College","Other-service","Husband","White",0,0,45,"United-States","<=50K","<=50K"
45,"Private","College","Farming-fishing","Husband","White",0,0,59,"United-States","<=50K","<=50K"
35,"Self-emp","Masters","Adm-clerical","Not-in-family","White",0,0,50,"United-States",">50K",">50K"
43,"Private","No-school","Prof-specialty","Own-child","White",0,0,47,"United-States",">50K","<=50K"
34,"Private","College","Prof-specialty","Other-relative","White",0,0,47,"United-States",">50K","<=50K"
26,"Private","College","Craft-repair","Not-in-family","White",0,0,30,"Poland","<=50K","<=50K"
31,"Private","HS-grad","Prof-specialty","Wife","White",0,1573,49,"Canada",">50K","<=50K"
44,"Gov","No-school","Craft-repair","Husband","White",0,0,41,"United-States","<=50K","<=50K"
34,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,38,"United-States",">50K","<=50K"
26,"Without-pay","HS-grad","Tech-support","Husband","White",0,0,35,"United-States","<=50K","<=50K"
23,"Self-emp","Bachelors","Craft-repair","Own-child","White",0,0,44,"United-States","<=50K","<=50K"
53,"Private","No-school","Craft-repair","Husband","Black",0,0,52,"United-States","<=50K","<=50K"
47,"Gov","HS-grad","Other-service","Own-child","White",0,0,61,"United-States","<=50K","<=50K"
45,"Private","Bachelors","Machine-op-inspct","Unmarried","White",0,0,33,"United-States","<=50K",">50K"
26,"Private","College","Craft-repair","Wife","White",0,0,19,"United-States","<=50K","<=50K"
36,"Gov","College","Exec-managerial","Husband","White",0,2415,27,"United-States","<=50K","<=50K"
24,"Private","College","Prof-specialty","Husband","White",0,0,48,"France",">50K","<=50K"
28,"Private","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,45,"United-States","<=50K","<=50K"
56,"Private","HS-grad","Prof-specialty","Not-in-family","Black",0,0,47,"United-States",">50K","<=50K"
38,"Private","No-school","Exec-managerial","Husband","White",0,1740,26,"United-States",">50K","<=50K"
41,"Private","College","Farming-fishing","Husband","White",0,0,35,"United-States","<=50K","<=50K"
28,"Self-emp","College","Exec-managerial","Wife","White",0,0,40,"Cuba","<=50K","<=50K"
31,"Private","HS-grad","Prof-specialty","Husband","White",0,0,41,"United-States","<=50K","<=50K"
45,"Private","HS-grad","Adm-clerical","Wife","White",0,0,31,"United-States","<=50K","<=50K"
46,"Private","No-school","Exec-managerial","Wife","White",0,0,47,"United-States","<=50K","<=50K"
35,"Gov","No-school","Craft-repair","Not-in-family","Asian-Pac-Islander",0,1573,38,"United-States","<=50K","<=50K"
31,"Gov","No-school","Craft-repair","Unmarried","White",0,0,49,"United-States",">50K","<=50K"
56,"Without-pay","HS-grad","Craft-repair","Husband","White",0,0,28,"United-States","<=50K","<=50K"
40,"Private","No-school","Craft-repair","Husband","White",0,0,27,"United-States","<=50K","<=50K"
53,"Private","No-school","Machine-op-inspct","Not-in-family","White",0,0,41,"United-States",">50K","<=50K"
45,"Private","College","Adm-clerical","Husband","White",0,0,41,"United-States","<=50K","<=50K"
53,"Gov","Bachelors","Machine-op-inspct","Unmarried","White",0,0,32,"United-States",">50K",">50K"
42,"Private","HS-grad","Exec-managerial","Own-child","White",0,0,31,"United-States","<=50K","<=50K"
34,"Private","No-school","Transport-moving","Unmarried","White",0,0,61,"United-States","<=50K","<=50K"
27,"Self-emp","HS-grad","Prof-specialty","Not-in-family","White",0,0,35,"United-States","<=50K","<=50K"
